iCi,Initial cut in,0,0,1,,"0:No,1:yes","Initial cut in
Comp relay action when Tair is between cut-in and cut-out at power-up:
""yES"": cut in the compressor
""no"": cut out the compressor"
Add,Adaptive defrost,0,0,1,,"0:no,1:yES","Adaptive defrost
""no"": defrost controlled by time.
""yES"": automatic defrost control activated."
dCt,Defrost on compressor time,0,0,1,,"0:no,1:yES","Defrost ON Compressor Time
If this parameter is set to ""yES"", then defrost cycles are based on the total
time the compressor has been running.
If this parameter is set to no, then defrost cycles are related to elapsed
time, regardless of how long and how often the compressor has been on."
uPt,Voltage protection,0,0,1,,"0:no,1:yES","Voltage protection
""no"": no voltage protection.
""yES"": voltage protection activated based on voltage related settings."
rLt,Display Range Limit,0,0,1,,"0:no ,1:yES ","Display Range Limit
In some point of sales applications you may want to show the desired
instead of the real temperature. This parameter sets whether the
displayed temperature is the actual temperature or whether it is restricted
to the cut-in / cut-out limits. Set to ""nO"" means that the actual temperature
will de displayed. The parameter is set to ""nO"" by default."
SSC,Show Pull Down,0,0,1,,"0:No,1:Yes","Show Pull down state
If set to ""yES"", this parameter causes the display to show SC when the
system is in pull down mode.
If set to ""nO"", the temperature continues to be displayed."
SHo,Show Holiday,0,0,1,,"0:No,1:Yes","Show Holiday
""no"": display will show temperature or ECO mode during holiday mode.
""yES"": display will show ""HoL"" during holiday mode."
SdF,Show Defrost,0,0,1,,"0:No,1:Yes","Show Defrost
If set to ""yES"", this parameter causes the display to show DEF when the
system is in defrost mode. If set to ""nO"", the temperature continues to
be displayed."
uAL,Voltage alarm,0,0,1,,"0:no,1:yES","Voltage alarm
""no"": no voltage alarm.
""yES"": voltage alarm activated."
ACA,Auto Clearance of Alarm,1,0,1,,"0:no,1:yES ","Auto Clear of Alarm/Error/ACA
If this parameter is set to ""nO"":
The alarm status will not disappear automatically even if the condition
which caused the alarm is no longer valid or present.
If set to ""yES"":
As soon as the condition which caused the alarm is no longer valid or
present, the alarm status will automatically change back to inactive.
There will be no trace of the alarm having occurred.
In general, glass door merchandise applications will be set to ""yES"" and
commercial fridges and freezers set to ""nO"".
For example, if the temperature goes too high for a period there may
be food safety considerations in a freezer containing food but not in a
fridge with cold drinks."
uSA,MODBUS Safety,0,0,1,,"0:no,1:yES ","MODBUS Safety
""on"": MODBUS auto detection is enabled.
""yES"": MODBUS communication is deactivaed."
ouS,DOs Status,2,0,2,,,"DOs Status
Current relay open closed status."
dFt,Def. type,0,0,1,,"0:no:no.png,1:nAt:nAt.png","Defrost Type
""no"": defrost function is disabled.
""nat"": OFF-cycle defrost (natural defrost)."
EHd,Sensor Error Type,0,0,1,,"0:no:no.png,1:SEt:SEt.png","Sensor Error Type
""no"": no sensor error handling.
""SEt"": in case of control sensor error, follow error run/stop time.
""Aut"": automatical sensor error handling."
CFu,Display Unit,0,0,1,,"0:C:C.png,1:F:F.png","
This parameter sets the display to Fahrenheit or Celsius. Switching from
one to the other will cause all temperature settings to be automatically
updated accordingly."
trS,Temp sensor to display,0,0,3,,"0:Sco:Sco.png,1:EuA:EuA.png,2:Con:Con.png,3:AuS:Aus.png","Temp sensor to display
""SCo"": temperature control.
""EuA"": evaporator temperture.
""Con"": condenser temperature (condenser cleaning).
""AuS"": only for showing on display."
rES,Display Resolution,0,0,2,,"0:0.1:0.1.png ,1:0.5:0.5.png ,2:1:1.png ","Display Resolution
This parameter can be set to 0.1, 0.5 or 1 and affects the way the
temperature is displayed. With the parameter set to 1, the display will
only ever show temperatures rounded to the nearest whole degree.
At 0.5, it will round the temperature to the nearest half degree for display.
For example, 3.3 degrees will be shown in the display as 3.5 degrees
and 3.9 as 4.0. With the parameter set to 0.1, no rounding occurs.
This parameter does not affect the temperature itself, merely the display."
S1C,S1 Config,0,0,1,,"0:Stn:Stn.png,1:Htn:Htn.png","S1 Config/S1C
S2 Config/S2C
S3 Config/S3C
S4 Config/S4C
Available options are:
""Stn"": for a standard temperature sensor NTC 5 K @ 25°C and TPE precision.
""Htn"": for a high temperature sensor NTC 100 K @ 25°C."
S2C,S2 Config,0,0,1,,"0:Stn:Stn.png,1:Htn:Htn.png","S1 Config/S1C
S2 Config/S2C
S3 Config/S3C
S4 Config/S4C
Available options are:
""Stn"": for a standard temperature sensor NTC 5 K @ 25°C and TPE precision.
""Htn"": for a high temperature sensor NTC 100 K @ 25°C."
S1A,S1 Application,1,0,4,,"0:nC:nC.png,1:Sco:Sco.png,2:EuA:EuA.png,3:Con:Con.png,4:AuS:Aus.png","S1 Application/S1A
S2 Application/S2A
S3 Application/S3A
S4 Application/S4A
Available options are:
""nC"": not connected.
""SCo"": temperature control.
""EuA"": evaporator temperature.
""Con"": condenser temperature (Condenser cleaning).
""AuS"": only for showing temperature on display."
S2A,S2 Application,0,0,4,,"0:nC:nC.png,1:Sco:Sco.png,2:EuA:EuA.png,3:Con:Con.png,4:AuS:Aus.png","S1 Application/S1A
S2 Application/S2A
S3 Application/S3A
S4 Application/S4A
Available options are:
""nC"": not connected.
""SCo"": temperature control.
""EuA"": evaporator temperature.
""Con"": condenser temperature (Condenser cleaning).
""AuS"": only for showing temperature on display."
o1C,DO1 Config,0,0,3,,"0:CoP:CoP.png,1:PiC:PiC.png,2:Het:Het.png,3:PiH:PiH.png","D01 Config
""CoP"": direct compressor control.
""PiC"": pilot Relay (no zero cross) – if using pilot relay to control a
compressor, this option must be used instead of ""CoP"".
""HEt"": heating application, inverse output.
""PiH"": pilot heat relay (no zero cross)."
b1C,Button 1 Short Config,0,0,7,,"0:noP:noP.png,1: tP:tP.png,2: tn:tn.png,3:dEF:dEF.png,4:SuP:SuP.png,5:diP:diP.png ,6:din:din.png ,7:CFA:CFA.png","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"" : increase display intensity
""din"" : decrease display intensity
""CFA"": toggle °C and °F"
b1L,Button 1 Long Config,8,0,10,,"0:noP:noP.png,1: tP:tP.png,2: tn:tn.png,3:dEF:dEF.png,4:SuP:SuP.png,5:diP:diP.png ,6:din:din.png ,7:CFA:CFA.png,8:PoF:PoF.png,9:HoL:HoL.png,10:inF:inF.png","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"": increase display intensity
""din"": decrease display intensity
""CFA"": toggle °C and °F
""PoF"": ERC power ON/OFF
""HoL"": enter holiday mode
""inF"": enter info menu"
b2C,Button 2 Short Config,3,0,7,,"0:noP:noP.png,1: tP:tP.png,2: tn:tn.png,3:dEF:dEF.png,4:SuP:SuP.png,5:diP:diP.png ,6:din:din.png ,7:CFA:CFA.png","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"" : increase display intensity
""din"" : decrease display intensity
""CFA"": toggle °C and °F"
b2L,Button 2 Long Config,10,0,10,,"0:noP:noP.png,1: tP:tP.png,2: tn:tn.png,3:dEF:dEF.png,4:SuP:SuP.png,5:diP:diP.png ,6:din:din.png ,7:CFA:CFA.png,8:PoF:PoF.png,9:HoL:HoL.png,10:inF:inF.png","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"": increase display intensity
""din"": decrease display intensity
""CFA"": toggle °C and °F
""PoF"": ERC power ON/OFF
""HoL"": enter holiday mode
""inF"": enter info menu"
b3C,Button 3 Short Config,1,0,7,,"0:noP:noP.png,1: tP:tP.png,2: tn:tn.png,3:dEF:dEF.png,4:SuP:SuP.png,5:diP:diP.png ,6:din:din.png ,7:CFA:CFA.png","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"" : increase display intensity
""din"" : decrease display intensity
""CFA"": toggle °C and °F"
b3L,Button 3 Long Config,0,0,10,,"0:noP:noP.png,1: tP:tP.png,2: tn:tn.png,3:dEF:dEF.png,4:SuP:SuP.png,5:diP:diP.png ,6:din:din.png ,7:CFA:CFA.png,8:PoF:PoF.png,9:HoL:HoL.png,10:inF:inF.png","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"": increase display intensity
""din"": decrease display intensity
""CFA"": toggle °C and °F
""PoF"": ERC power ON/OFF
""HoL"": enter holiday mode
""inF"": enter info menu"
b4C,Button 4 Short Config,1,0,7,,"0:noP:noP.png,1: tP:tP.png,2: tn:tn.png,3:dEF:dEF.png,4:SuP:SuP.png,5:diP:diP.png ,6:din:din.png ,7:CFA:CFA.png","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"" : increase display intensity
""din"" : decrease display intensity
""CFA"": toggle °C and °F"
b4L,Button 4 Long Config,0,0,9,,"0:noP:noP.png,1: tP:tP.png,2: tn:tn.png,3:dEF:dEF.png,4:SuP:SuP.png,5:diP:diP.png ,6:din:din.png ,7:CFA:CFA.png,8:PoF:PoF.png,9:HoL:HoL.png","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"": increase display intensity
""din"": decrease display intensity
""CFA"": toggle °C and °F
""PoF"": ERC power ON/OFF
""HoL"": enter holiday mode
""inF"": enter info menu"
SEt,Set point,2,-100,200,°C,,"
This parameter defines the desired temperature (set point)
In standard operation the set point is changed by simply pressing the
""temperature up/down"" buttons on ERC 111; for laboratory and
assembly line you may opt for software controlled set point adjustment
(speed improvement)"
SPr,Set point adjustment ratio,0.5,0,1,,,"The default value is set to 0.5 and the parameter is hidden by default.
""Spr"" defines the position of the set point in relation to cut-in and cut-out
""Spr=0,5"" sets the set point mid between cut-in and cut-out.
""Spr=0"" sets the set point at the cutout. ""Spr=1"" sets the set point at cut-in"
diF,Differential,2,0,20,K,,"
This defines the difference between the cut-out and the cut-in
The desired temperature is determined by ""SPr"" and ""diF"""
HSE,High Set point,50,-100,200,°C,,"
Defines the temperature range limit of the controller
Once set, the desired temperatue (set point) can not go above ""HSE"" or below ""LSE"""
LSE,Low Set point,-35,-100,200,°C,,"
Defines the temperature range limit of the controller
Once set, the desired temperatue (set point) can not go below ""LSE"""
